timestamp,device,soil1,soil2,soil3,soil4,soil5,water_temperature,air_temperature,air_humidity,light_level
2025-03-20T10:16:59.310856,both_devices,21,11,20,23,100,-127,24.34769,31.01902,2.251467
2025-03-20T10:17:05.164457,both_devices,9,12,11,18,100,-127,24.36867,31.03647,2.251467
2025-03-20T10:17:11.026971,both_devices,8,10,9,19,100,-127,24.39632,31.26783,2.222227
2025-03-20T10:17:16.908492,both_devices,12,14,13,21,100,-127,24.41978,31.95906,2.207679
2025-03-20T10:17:22.772426,both_devices,13,12,14,21,100,-127,24.43027,31.57806,2.222227
2025-03-20T10:17:28.654194,both_devices,13,12,15,22,100,-127,24.44038,31.37875,2.067636
2025-03-20T10:17:34.527708,both_devices,7,8,9,14,100,-127,24.44611,31.1821,2.132799
2025-03-20T10:17:40.376446,both_devices,12,13,13,20,100,-127,24.4524,31.14891,2.078896
2025-03-20T10:17:46.250060,both_devices,10,13,12,21,100,-127,24.46194,31.06203,2.187392
2025-03-20T10:17:52.118818,both_devices,23,17,22,28,100,-127,24.4772,31.20823,2.242675
2025-03-20T10:17:58.016306,both_devices,14,14,15,22,100,-127,24.48502,31.29597,2.034039
2025-03-20T10:18:03.920404,both_devices,27,26,29,38,100,-127,24.49322,31.30264,2.216402
2025-03-20T10:18:09.806635,both_devices,23,21,24,34,100,-127,24.52126,31.23055,2.207679
2025-03-20T10:18:15.690205,both_devices,16,17,17,26,100,-127,24.52393,31.04506,2.222227
2025-03-20T10:18:21.578161,both_devices,31,27,33,41,100,-127,24.52869,30.93557,2.222227
2025-03-20T10:18:27.456551,both_devices,53,60,57,70,100,-127,24.53327,30.88484,2.207679
2025-03-20T10:18:35.363253,both_devices,33,29,35,44,100,-127,24.54681,30.97544,2.216402
2025-03-20T10:18:41.230919,both_devices,30,26,31,40,100,-127,24.5739,30.99728,2.239748
2025-03-20T10:18:47.094462,both_devices,28,23,30,37,100,-127,24.57924,30.88636,2.219314
2025-03-20T10:18:52.947559,both_devices,24,24,26,33,100,-127,24.58,30.78156,2.201873
2025-03-20T10:18:58.829415,both_devices,49,56,50,65,100,-127,24.58248,30.8012,2.319443
2025-03-20T10:19:04.697088,both_devices,36,40,39,47,100,-127,24.58591,30.77269,2.225142
2025-03-20T10:19:10.544491,both_devices,29,34,31,44,100,-127,24.58954,30.76496,2.222227
2025-03-20T10:19:16.398194,both_devices,21,19,23,29,100,-127,24.5842,30.70755,2.207679
2025-03-20T10:19:22.252074,both_devices,22,16,23,29,100,-127,24.58954,30.85575,2.207679
2025-03-20T10:19:28.123577,both_devices,10,6,10,15,100,-127,24.613,31.79779,2.236823
2025-03-20T10:19:33.970692,both_devices,22,25,25,32,100,-127,24.62292,31.74839,2.216402
2025-03-20T10:19:39.841742,both_devices,23,24,25,33,100,-127,24.6294,31.30503,2.22806
2025-03-20T10:19:45.700446,both_devices,12,12,14,19,100,-127,24.63608,31.14796,2.328383
2025-03-20T10:19:51.552943,both_devices,8,9,9,14,100,-127,24.63856,31.05373,2.115703
2025-03-20T10:19:57.412426,both_devices,10,10,13,16,100,-127,24.64027,30.98392,2.225142
2025-03-20T10:20:03.291077,both_devices,8,8,10,14,100,-127,24.64638,31.02436,2.210585
2025-03-20T10:20:09.160189,both_devices,10,10,11,16,100,-127,24.65324,31.11134,2.245603
2025-03-20T10:20:15.012233,both_devices,15,15,17,23,100,-127,24.66068,31.05593,2.239748
2025-03-20T10:20:20.862054,both_devices,15,14,17,23,100,-127,24.65839,31.02789,2.2339
2025-03-20T10:20:26.717872,both_devices,7,7,9,14,100,-127,24.6645,31.14023,2.2339
2025-03-20T10:20:32.572010,both_devices,6,9,11,14,100,-127,24.67136,31.22902,2.22806
2025-03-20T10:20:38.438845,both_devices,11,14,14,18,100,-127,24.67232,31.15015,2.213492
2025-03-20T10:20:44.293377,both_devices,11,11,14,18,100,-127,24.67651,31.20041,2.207679
2025-03-20T10:20:50.144547,both_devices,5,5,7,10,100,-127,24.67976,31.26011,2.207679
2025-03-20T10:20:56.006892,both_devices,11,9,12,15,100,-127,24.68224,31.18687,2.225142
2025-03-20T10:21:01.887299,both_devices,8,7,3,4,100,-127,24.68834,31.11973,2.198973
2025-03-20T10:21:07.770674,both_devices,8,10,10,15,100,-127,24.69616,31.13918,2.236823
2025-03-20T10:21:13.614829,both_devices,9,10,11,15,100,-127,24.69826,31.08959,2.204775
2025-03-20T10:21:19.466087,both_devices,7,7,10,13,100,-127,24.69788,31.0154,2.22806
2025-03-20T10:21:25.318842,both_devices,7,6,9,13,100,-127,24.70531,31.08215,2.216402
2025-03-20T10:21:31.173712,both_devices,4,5,6,10,100,-127,24.71066,31.15759,2.251467
2025-03-20T10:21:37.033445,both_devices,5,7,8,12,100,-127,24.71466,31.33411,2.207679
2025-03-20T10:21:42.886211,both_devices,4,6,6,10,100,-127,24.72496,31.3488,2.196075
2025-03-20T10:21:48.739755,both_devices,6,6,9,12,100,-127,24.73145,31.29358,2.251467
2025-03-20T10:21:54.598612,both_devices,5,7,7,11,100,-127,24.72973,31.24485,2.239748
2025-03-20T10:22:00.446024,both_devices,7,7,9,12,100,-127,24.73202,31.31008,2.207679
2025-03-20T10:22:06.307770,both_devices,11,12,13,18,100,-127,24.74003,31.35185,2.198973
2025-03-20T10:22:12.191856,both_devices,13,8,14,18,100,-127,24.74823,31.43225,2.301612
2025-03-20T10:22:18.044417,both_devices,7,6,9,12,100,-127,24.75662,31.53152,2.216402
2025-03-20T10:22:23.902875,both_devices,24,23,26,32,100,-127,24.76864,31.59819,2.245603
2025-03-20T10:22:35.140041,both_devices,22,20,25,32,100,-127,24.77512,31.56643,2.193179
2025-03-20T10:22:40.287366,both_devices,11,9,13,16,100,-127,24.78294,31.5547,2.245603
2025-03-20T10:22:45.510935,both_devices,19,22,22,29,100,-127,24.78123,31.40287,2.251467
2025-03-20T10:22:50.551240,both_devices,14,12,18,20,100,-127,24.78085,31.4085,2.216402
2025-03-20T10:22:55.618894,both_devices,16,17,19,25,100,-127,24.78638,31.42881,1.981407
2025-03-20T10:23:00.743736,both_devices,15,18,19,26,100,-127,24.79095,31.43692,2.251467
2025-03-20T10:23:05.790254,both_devices,15,13,16,22,100,-127,24.79248,31.44712,2.239748
2025-03-20T10:23:10.925063,both_devices,11,10,14,18,100,-127,24.79725,31.40306,2.251467
2025-03-20T10:23:16.830383,both_devices,12,10,13,17,100,-127,24.80507,31.33535,2.248534
2025-03-20T10:23:22.676193,both_devices,11,10,14,19,100,-127,24.80698,31.24447,2.239748
2025-03-20T10:23:28.531206,both_devices,11,12,14,18,100,-127,24.81194,31.20747,2.251467
2025-03-20T10:23:34.396000,both_devices,9,8,15,14,100,-127,24.8106,31.2767,2.239748
2025-03-20T10:23:40.258913,both_devices,12,13,14,19,100,-127,24.82605,31.44226,2.251467
2025-03-20T10:23:46.112683,both_devices,10,12,9,18,100,-127,24.83921,31.63834,2.322421
2025-03-20T10:23:51.992060,both_devices,11,8,12,16,100,-127,24.84665,31.70509,2.248534
2025-03-20T10:23:57.855691,both_devices,9,7,10,15,100,-127,24.85371,31.66857,2.242675
2025-03-20T10:24:03.729955,both_devices,11,10,12,16,100,-127,24.86477,31.54745,2.225142
2025-03-20T10:24:09.586141,both_devices,16,14,17,23,100,-127,24.86858,31.37989,2.239748
2025-03-20T10:24:15.447613,both_devices,9,7,12,15,100,-127,24.86591,31.28777,2.245603
2025-03-20T10:24:21.340142,both_devices,14,8,15,20,100,-127,24.86191,31.31199,2.251467
2025-03-20T10:24:27.203224,both_devices,11,13,13,18,100,-127,24.85638,31.32534,2.236823
2025-03-20T10:24:33.056172,both_devices,11,11,12,18,100,-127,24.85943,31.42061,2.251467
2025-03-20T10:24:38.903433,both_devices,7,6,9,12,100,-127,24.86439,31.39725,2.245603
2025-03-20T10:24:44.761604,both_devices,2,7,9,12,100,-127,24.85733,31.13194,2.251467
2025-03-20T10:24:50.649684,both_devices,8,9,11,17,100,-127,24.86095,31.19049,2.248534
2025-03-20T10:24:56.508946,both_devices,16,16,18,23,100,-127,24.86229,31.19678,2.2339
2025-03-20T10:25:02.393429,both_devices,12,11,13,19,100,-127,24.86725,31.06203,2.251467
2025-03-20T10:25:08.248036,both_devices,7,5,9,11,100,-127,24.88327,31.16941,2.245603
2025-03-20T10:25:14.104243,both_devices,20,17,23,28,100,-127,24.89777,31.30646,2.251467
2025-03-20T10:25:19.979077,both_devices,26,25,28,36,100,-127,24.93057,31.65827,2.236823
2025-03-20T10:25:25.884877,both_devices,16,14,17,22,100,-127,24.95289,31.37646,2.222227
2025-03-20T10:25:31.776474,both_devices,22,20,24,30,100,-127,24.95785,31.0276,2.251467
2025-03-20T10:25:37.711155,both_devices,27,27,30,36,100,-127,24.97406,30.99289,2.22806
2025-03-20T10:25:44.191525,both_devices,20,18,24,28,100,-127,24.98837,30.87101,2.219314
2025-03-20T10:25:50.071577,both_devices,24,19,26,32,100,-127,25.00076,30.83735,2.222227
2025-03-20T10:25:55.970163,both_devices,15,9,18,19,100,-127,25.0061,30.87111,2.216402
2025-03-20T10:26:01.867309,both_devices,15,12,16,23,100,-127,25.02594,31.4724,2.222227
2025-03-20T10:26:07.794125,both_devices,24,22,26,32,100,-127,25.04215,31.34899,2.207679
2025-03-20T10:26:13.719379,both_devices,22,13,27,28,100,-127,25.05398,31.1039,2.236823
2025-03-20T10:26:19.581401,both_devices,17,18,20,25,100,-127,25.06447,30.82085,2.239748
2025-03-20T10:26:25.445551,both_devices,9,9,12,15,100,-127,25.0761,30.89533,2.245603
2025-03-20T10:26:31.413477,both_devices,19,16,21,25,100,-127,25.08869,30.79309,2.242675
2025-03-20T10:26:37.278758,both_devices,13,10,14,20,100,-127,25.09041,30.63612,2.2339
2025-03-20T10:26:43.133425,both_devices,3,5,5,9,100,-127,25.09289,30.46379,2.225142
2025-03-20T10:26:49.003786,both_devices,8,7,10,13,100,-127,25.10414,30.40724,2.245603
2025-03-20T10:26:54.859155,both_devices,9,8,10,17,100,-127,25.10605,30.43242,2.196075
2025-03-20T10:27:00.708698,both_devices,9,10,11,15,100,-127,25.10166,30.37767,2.245603
2025-03-20T10:27:06.590743,both_devices,13,11,15,20,100,-127,25.10014,30.44043,2.251467
2025-03-20T10:27:12.444668,both_devices,9,6,3,13,100,-127,25.09041,30.52921,2.204775
2025-03-20T10:27:18.293906,both_devices,5,6,7,11,100,-127,25.08354,30.62496,2.251467
2025-03-20T10:27:24.155689,both_devices,11,8,12,17,100,-127,25.0782,30.76878,2.248534
2025-03-20T10:27:30.019433,both_devices,13,10,14,18,100,-127,25.07954,30.8506,2.207679
2025-03-20T10:27:35.902784,both_devices,8,5,9,13,100,-127,25.0843,31.05011,2.22806
2025-03-20T10:27:41.746983,both_devices,9,7,11,14,100,-127,25.0843,31.16951,2.22806
2025-03-20T10:27:47.599212,both_devices,7,8,9,13,100,-127,25.08259,30.93119,2.245603
2025-03-20T10:27:53.471835,both_devices,6,7,8,15,100,-127,25.0843,30.78976,2.251467
2025-03-20T10:27:59.319033,both_devices,8,7,8,13,100,-127,25.07534,30.58939,2.251467
2025-03-20T10:28:05.184465,both_devices,11,9,13,16,100,-127,25.07076,30.56726,2.304579
2025-03-20T10:28:11.034620,both_devices,9,6,10,14,100,-127,25.0721,30.62925,2.216402
2025-03-20T10:28:16.884188,both_devices,12,11,14,19,100,-127,25.05646,30.42078,2.251467
2025-03-20T10:28:22.744532,both_devices,9,8,10,15,100,-127,25.04539,30.4328,2.248534
2025-03-20T10:28:28.600418,both_devices,4,7,6,12,100,-127,25.03548,30.35593,2.251467
2025-03-20T10:28:34.460127,both_devices,5,2,7,11,100,-127,25.02956,30.25579,2.245603
2025-03-20T10:28:40.342580,both_devices,14,11,16,20,100,-127,25.02346,30.2207,2.213492
2025-03-20T10:28:46.199088,both_devices,6,4,9,12,100,-127,25.02308,30.12171,2.251467
2025-03-20T10:28:52.066152,both_devices,8,7,10,15,100,-127,25.01411,29.98152,2.236823
2025-03-20T10:28:57.915051,both_devices,6,6,9,12,100,-127,25.01202,29.94156,2.239748
2025-03-20T10:29:03.769177,both_devices,6,8,8,14,100,-127,25.00877,30.023,2.2339
2025-03-20T10:29:09.620805,both_devices,11,8,13,17,100,-127,25.01564,30.25723,2.251467
2025-03-20T10:29:15.484512,both_devices,12,11,14,19,100,-127,25.01278,30.2187,2.2339
2025-03-20T10:29:21.349655,both_devices,8,3,5,9,100,-127,25.00439,30.15738,2.225142
2025-03-20T10:29:27.244308,both_devices,11,7,11,14,100,-127,25.00172,30.18923,2.22806
2025-03-20T10:29:33.095535,both_devices,7,8,9,14,100,-127,25.00019,30.3134,2.251467
2025-03-20T10:29:38.959363,both_devices,9,11,12,16,100,-127,24.99142,30.35736,2.210585
2025-03-20T10:29:44.862617,both_devices,10,8,12,15,100,-127,24.99695,30.34735,2.225142
2025-03-20T10:29:50.712411,both_devices,8,7,11,15,100,-127,24.9897,30.37357,2.22806
2025-03-20T10:29:56.589989,both_devices,4,4,5,9,100,-127,24.99199,30.35841,2.207679
2025-03-20T10:30:02.447762,both_devices,8,7,10,14,100,-127,24.98837,30.3484,2.2339
2025-03-20T10:30:08.303157,both_devices,0,2,1,1,100,-127,24.98608,30.35812,2.251467
2025-03-20T10:30:14.162226,both_devices,14,14,17,22,100,-127,24.99142,30.45177,2.242675
2025-03-20T10:30:20.017975,both_devices,13,11,14,21,100,-127,24.99771,30.48649,2.22806
2025-03-20T10:30:25.874487,both_devices,9,4,10,12,100,-127,25.00668,30.69944,2.239748
2025-03-20T10:30:31.760159,both_devices,12,8,14,17,100,-127,25.01278,30.67532,2.207679
2025-03-20T10:30:37.621779,both_devices,12,13,14,17,100,-127,25.02556,30.66959,2.236823
2025-03-20T10:30:43.466659,both_devices,10,11,13,16,100,-127,25.03128,30.79576,2.207679
2025-03-20T10:30:49.350172,both_devices,10,12,12,17,100,-127,25.03605,30.69563,2.251467
2025-03-20T10:30:55.220287,both_devices,7,7,7,14,100,-127,25.04349,30.7951,2.251467
2025-03-20T10:31:01.070966,both_devices,11,11,14,18,100,-127,25.04463,30.75018,2.207679
2025-03-20T10:31:06.933930,both_devices,0,0,0,5,100,-127,25.04253,30.68953,2.207679
2025-03-20T10:31:12.800114,both_devices,13,13,15,20,100,-127,25.04311,30.65166,2.22806
2025-03-20T10:31:18.654675,both_devices,7,6,9,12,100,-127,25.0494,30.82762,2.213492
2025-03-20T10:31:24.508226,both_devices,8,6,10,14,100,-127,25.05569,30.97963,2.2339
2025-03-20T10:31:30.366518,both_devices,5,8,7,14,100,-127,25.05608,30.91946,2.132799
2025-03-20T10:31:36.215365,both_devices,11,10,13,16,100,-127,25.0555,31.00777,2.222227
2025-03-20T10:31:42.074688,both_devices,20,18,23,28,100,-127,25.06237,30.826,2.242675
2025-03-20T10:31:47.943846,both_devices,9,8,12,16,100,-127,25.05741,30.86815,2.251467
2025-03-20T10:31:53.923782,both_devices,11,10,11,16,100,-127,25.05226,30.84631,2.248534
2025-03-20T10:31:59.818301,both_devices,10,9,12,16,100,-127,25.05779,30.90811,2.225142
2025-03-20T10:32:05.671831,both_devices,13,12,17,22,100,-127,25.05322,30.71947,2.216402
2025-03-20T10:32:11.519633,both_devices,10,9,13,16,100,-127,25.05741,31.02474,2.219314
2025-03-20T10:32:17.365324,both_devices,21,20,23,29,100,-127,25.07744,31.09837,2.251467
2025-03-20T10:32:23.223350,both_devices,16,17,20,25,100,-127,25.08945,31.02541,2.178726
2025-03-20T10:32:29.139969,both_devices,14,12,17,21,100,-127,25.10052,31.07166,2.187392
2025-03-20T10:32:35.070593,both_devices,15,14,19,24,100,-127,25.10433,31.10085,2.251467
2025-03-20T10:32:40.926007,both_devices,17,16,19,25,100,-127,25.10262,31.01664,2.207679
2025-03-20T10:32:46.776599,both_devices,22,22,24,32,100,-127,25.09823,30.95274,2.207679
2025-03-20T10:32:52.642029,both_devices,8,13,19,24,100,-127,25.10414,30.95083,2.222227
2025-03-20T10:32:58.525382,both_devices,17,13,19,23,100,-127,25.10929,31.69317,2.222227
2025-03-20T10:33:04.390411,both_devices,13,11,14,18,100,-127,25.10929,31.82182,2.216402
2025-03-20T10:33:10.279563,both_devices,12,9,15,18,100,-127,25.09937,31.65445,2.219314
2025-03-20T10:33:16.137409,both_devices,16,15,17,22,100,-127,25.09727,31.39353,2.22806
2025-03-20T10:33:22.018413,both_devices,8,5,9,12,100,-127,25.09918,31.16436,2.251467
2025-03-20T10:33:27.876410,both_devices,15,13,17,21,100,-127,25.10414,30.80149,2.216402
2025-03-20T10:33:33.733791,both_devices,12,12,16,21,100,-127,25.09823,30.67608,2.175841
2025-03-20T10:33:39.579385,both_devices,14,10,16,19,100,-127,25.10128,30.69,2.207679
2025-03-20T10:33:45.425939,both_devices,12,6,14,19,100,-127,25.08965,30.60083,2.204775
2025-03-20T10:33:51.336366,both_devices,12,13,14,21,100,-127,25.09651,30.73578,2.222227
2025-03-20T10:33:57.195054,both_devices,8,6,10,14,100,-127,25.09918,31.13604,2.207679
2025-03-20T10:34:03.090276,both_devices,13,10,16,20,100,-127,25.10643,31.21166,2.213492
2025-03-20T10:34:08.936285,both_devices,15,13,18,23,100,-127,25.1152,31.1945,2.216402
2025-03-20T10:34:14.815472,both_devices,15,14,18,23,100,-127,25.11387,31.04239,2.198973
2025-03-20T10:34:20.671459,both_devices,14,12,16,22,100,-127,25.11444,30.98097,2.222227
2025-03-20T10:34:26.546691,both_devices,10,8,11,16,100,-127,25.1133,31.06394,2.22806
2025-03-20T10:34:32.400492,both_devices,12,6,13,17,100,-127,25.12226,31.12898,2.210585
2025-03-20T10:34:38.249186,both_devices,18,11,21,31,100,-127,25.12016,31.03228,2.310519
2025-03-20T10:34:44.098014,both_devices,16,13,18,23,100,-127,25.11673,30.68342,2.207679
2025-03-20T10:34:49.960702,both_devices,10,7,10,15,100,-127,25.11711,30.66454,2.210585
2025-03-20T10:34:55.806146,both_devices,20,15,19,25,100,-127,25.11368,30.70421,2.193179
2025-03-20T10:35:01.652450,both_devices,12,11,14,19,100,-127,25.1009,30.32589,2.22806
2025-03-20T10:35:07.555492,both_devices,10,10,11,17,100,-127,25.103,31.11477,2.207679
2025-03-20T10:35:13.409770,both_devices,14,12,16,21,100,-127,25.10433,31.28357,2.207679
2025-03-20T10:35:19.270687,both_devices,13,9,16,20,100,-127,25.09251,30.78194,2.087361
2025-03-20T10:35:25.124437,both_devices,8,8,12,13,100,-127,25.08659,30.79138,2.207679
2025-03-20T10:35:30.980385,both_devices,7,4,9,11,100,-127,25.08621,30.82027,2.210585
2025-03-20T10:35:36.836291,both_devices,8,5,9,14,100,-127,25.08583,30.76982,2.216402
2025-03-20T10:35:42.709763,both_devices,4,6,6,10,100,-127,25.08392,30.76429,2.22806
2025-03-20T10:35:48.577775,both_devices,10,11,11,17,100,-127,25.07877,30.48172,2.213492
2025-03-20T10:35:54.428391,both_devices,8,8,10,14,100,-127,25.08049,30.81884,2.204775
2025-03-20T10:36:00.284340,both_devices,11,9,12,17,100,-127,25.08698,31.00901,2.204775
2025-03-20T10:36:06.144455,both_devices,7,4,9,13,100,-127,25.09518,31.10237,2.201873
2025-03-20T10:36:12.025045,both_devices,7,6,10,15,100,-127,25.10128,31.11553,2.198973
2025-03-20T10:36:17.882284,both_devices,3,9,5,11,100,-127,25.09594,30.93109,2.181613
2025-03-20T10:36:23.738688,both_devices,9,8,9,15,100,-127,25.10242,30.966,2.175841
2025-03-20T10:36:29.584429,both_devices,7,5,7,12,100,-127,25.11559,31.01616,2.196075
2025-03-20T10:36:35.432513,both_devices,10,7,10,16,100,-127,25.1194,30.77402,2.198973
2025-03-20T10:36:41.286255,both_devices,13,14,14,22,100,-127,25.12589,30.79662,2.152832
2025-03-20T10:36:47.154297,both_devices,5,6,6,12,100,-127,25.12283,30.61638,1.283558
2025-03-20T10:36:53.043793,both_devices,3,4,4,9,100,-127,25.11902,30.70774,1.459774
2025-03-20T10:36:58.897902,both_devices,3,3,6,10,100,-127,25.12283,30.82361,1.490643
2025-03-20T10:37:04.771148,both_devices,7,7,8,14,100,-127,25.11444,30.66864,1.493031
2025-03-20T10:37:10.621967,both_devices,8,6,9,13,100,-127,25.10471,30.59549,1.457413
2025-03-20T10:37:16.501697,both_devices,5,4,6,11,100,-127,25.10414,30.7003,1.473981
2025-03-20T10:37:22.356164,both_devices,5,4,5,10,100,-127,25.09861,30.79367,1.483491
2025-03-20T10:37:28.215900,both_devices,4,3,5,10,100,-127,25.09174,30.82714,1.445636
2025-03-20T10:37:34.064303,both_devices,8,4,8,12,100,-127,25.10586,30.92966,1.466869
2025-03-20T10:37:39.912584,both_devices,8,10,9,13,100,-127,25.10414,30.75829,1.450341
2025-03-20T10:37:45.759198,both_devices,7,4,8,14,100,-127,25.10052,30.5891,1.450341
2025-03-20T10:37:51.622761,both_devices,8,6,8,13,100,-127,25.11368,30.90525,1.473981
2025-03-20T10:37:57.476152,both_devices,6,6,8,12,100,-127,25.11635,31.11153,1.452697
2025-03-20T10:38:03.329537,both_devices,13,12,13,22,100,-127,25.13008,31.32257,1.466869
2025-03-20T10:38:09.178325,both_devices,7,6,7,13,100,-127,25.13351,31.06403,1.531497
2025-03-20T10:38:15.028967,both_devices,5,4,6,11,100,-127,25.1255,30.74217,1.464502
2025-03-20T10:38:20.988545,both_devices,7,6,7,14,100,-127,25.1173,30.58825,1.419895
2025-03-20T10:38:26.834260,both_devices,9,9,10,16,100,-127,25.11597,30.84412,1.464502
2025-03-20T10:38:32.685724,both_devices,5,5,5,11,100,-127,25.12493,30.94473,1.466869
2025-03-20T10:38:38.528046,both_devices,12,10,12,19,100,-127,25.12856,31.10142,1.452697
2025-03-20T10:38:44.376402,both_devices,7,7,8,13,100,-127,25.12875,30.93309,1.466869
2025-03-20T10:38:50.227770,both_devices,7,6,7,13,100,-127,25.11673,30.69468,1.48111
2025-03-20T10:38:56.079348,both_devices,9,8,12,15,100,-127,25.11063,30.61857,1.466869
2025-03-20T10:39:01.928467,both_devices,10,9,11,17,100,-127,25.11635,30.78899,1.412915
2025-03-20T10:39:07.800288,both_devices,8,7,9,15,100,-127,25.11768,31.69909,1.369106
2025-03-20T10:39:13.646476,both_devices,3,4,7,12,100,-127,25.1276,32.07521,1.410592
2025-03-20T10:39:19.506435,both_devices,16,15,17,25,100,-127,25.13371,32.30171,1.433907
2025-03-20T10:39:25.387594,both_devices,8,5,9,13,100,-127,25.14439,32.07474,1.328239
2025-03-20T10:39:31.248338,both_devices,11,9,11,17,100,-127,25.15049,31.81896,1.443286
2025-03-20T10:39:37.571400,both_devices,11,7,11,16,100,-127,25.16079,31.53992,1.455054
2025-03-20T10:39:43.432454,both_devices,19,14,20,26,100,-127,25.15945,31.23884,1.424558
2025-03-20T10:39:49.279422,both_devices,12,10,13,21,100,-127,25.15297,31.22797,1.450341
2025-03-20T10:39:55.131095,both_devices,11,11,12,17,100,-127,25.14572,31.10447,1.447988
2025-03-20T10:40:01.014745,both_devices,15,12,15,21,100,-127,25.14133,31.38227,1.436249
2025-03-20T10:40:06.870048,both_devices,11,8,12,17,100,-127,25.14095,31.47287,1.450341
2025-03-20T10:40:12.728248,both_devices,13,10,14,19,100,-127,25.14019,31.43482,1.450341
2025-03-20T10:40:18.582927,both_devices,10,6,11,15,100,-127,25.13657,31.45933,1.443286
2025-03-20T10:40:24.429245,both_devices,5,4,6,10,100,-127,25.14019,31.7956,1.438593
2025-03-20T10:40:30.362351,both_devices,25,27,25,36,100,-127,25.15297,32.05042,1.464502
2025-03-20T10:40:36.384166,both_devices,11,7,10,16,100,-127,25.15144,32.01427,1.440939
2025-03-20T10:40:42.243634,both_devices,13,9,13,19,100,-127,25.14973,31.89726,1.424558
2025-03-20T10:40:48.099575,both_devices,12,4,12,16,100,-127,25.15049,31.3036,1.447988
2025-03-20T10:40:53.955273,both_devices,11,8,10,16,100,-127,25.15793,30.8857,1.464502
2025-03-20T10:40:59.806539,both_devices,12,11,13,20,100,-127,25.16422,31.39696,1.440939
2025-03-20T10:41:05.655487,both_devices,5,5,7,11,100,-127,25.17891,31.78377,1.450341
2025-03-20T10:41:11.519563,both_devices,9,6,9,15,100,-127,25.17433,31.68678,1.450341
2025-03-20T10:41:17.390841,both_devices,17,12,16,23,100,-127,25.15869,31.2767,1.447988
2025-03-20T10:41:23.263679,both_devices,11,7,11,15,100,-127,25.14381,31.02465,1.450341
2025-03-20T10:41:29.125716,both_devices,12,10,13,19,100,-127,25.13962,31.35881,1.450341
2025-03-20T10:41:34.998306,both_devices,18,17,19,28,100,-127,25.13618,31.38275,1.462137
2025-03-20T10:41:40.846648,both_devices,11,11,11,20,100,-127,25.13065,31.47068,1.436249
2025-03-20T10:41:46.712316,both_devices,17,12,17,24,100,-127,25.13313,31.81353,1.488257
2025-03-20T10:41:52.615241,both_devices,21,19,21,30,100,-127,25.1173,31.4517,1.457413
2025-03-20T10:41:58.482768,both_devices,11,9,12,17,100,-127,25.103,31.2542,1.438593
